;Worldwide Navaid Database for PSS
;Exported via DFD v1.0 13.0401
;Software copyright (c) 2013 Richard Stefan, NAVData-Service
;Support available via forum at http://forum.navigraph.com
;
;Data provided by Navigraph - www.navigraph.com
;This data is copyrighted and may not be used, recompiled, interpreted or
;distributed for any purpose without the written consent
;of Navigraph.
;
;The contents of this database is dated and must not be
;used for real world navigation as it is unlawful and
;unsafe to do so.
;
;------------------------------------------------------
;AIRAC Cycle : 1304 (04/APR/2013 - 01/MAY/2013) - Ver.1
ESSN  59.732778  18.696389 40    ;NORRTALJE
ESSP  58.586111  16.246389 32    ;KUNGSANGEN
ESST  60.154722  12.993611 393   ;TORSBY
ESSU  59.352222  16.708333 139   ;ESKILSTUNA
ESSV  57.662778  18.346111 164   ;VISBY
ESSW  57.780000  16.523611 129   ;VASTERVIK
ESSX  59.575833  16.503056 25    ;JOHANNISBERG
ESSZ  59.101111  17.211111 56    ;GNESTA
ESTA  56.291111  12.855000 60    ;ANGELHOLM
ESTF  58.630278  11.303611 6     ;FJALLBACKA
ESTL  56.085278  13.206944 139   ;LJUNGBYHED
ESTT  55.396111  13.025278 12    ;SODERSLATT
ESUB  61.512500  16.372500 378   ;ARBRA
ESUD  64.960834  17.696667 915   ;STORUMAN
ESUE  61.869722  12.689445 1480  ;IDRE
ESUG  65.305278  17.975556 980   ;GARGNAS
ESUH  62.633611  17.981389 271   ;MYRAN
ESUI  63.391945  18.320556 265   ;MELLANSEL
ESUJ  62.565278  15.834722 427   ;TALJE
ESUK  67.765278  20.262222 1550  ;KALIXFORS
ESUL  61.816945  16.004167 485   ;LJUSDAL
ESUM  61.291111  16.846389 215   ;MOHED
ESUO  63.041667  14.001389 1640  ;OVIKEN
ESUP  67.245833  23.068889 542   ;PAJALA-YLLAS
ESUR  63.490278  16.483611 660   ;RAMSELE
ESUS  64.159167  17.274445 1011  ;ASELE
ESUT  65.806111  15.082778 1503  ;HEMAVAN TARNABY
ESUV  65.645833  21.061389 227   ;ALVSBYN
ESUY  61.386945  15.833334 515   ;EDSBYN
ESVA  60.180278  16.122778 320   ;AVESTA
ESVB  57.850000  19.038333 66    ;BUNGE
ESVE  58.433383  16.604825 6     ;STEGEBORG
ESVG  60.550833  15.078056 575   ;GAGNEF
ESVH  59.867500  14.423611 600   ;HALLEFORS
ESVK  59.022222  16.220278 132   ;KATRINEHOLM
ESVM  60.658889  13.726667 975   ;SKINNLANDA
ESVQ  59.527520  15.969634 25    ;KOPING
ESVS  60.785000  14.827222 611   ;SILJANSNAS
ETAD  49.976542   6.698508 1197  ;SPANGDAHLEM AB
ETAR  49.436908   7.600311 781   ;RAMSTEIN AB
ETEB  49.308167  10.638667 1533  ;ANSBACH AHP
ETEK  49.651500   7.307167 1450  ;BAUMHOLDER AAF
ETHA  47.835517  10.871256 2432  ;ALTENSTADT
ETHB  52.278500   9.082167 230   ;BUCKEBURG
ETHC  52.591167  10.022167 129   ;CELLE
ETHE  52.291167   7.387000 129   ;BENTLAGE
ETHF  51.114500   9.285833 566   ;FRITZLAR
ETHL  48.220167   9.910167 1766  ;LAUPHEIM
ETHN  49.391833   9.958167 1536  ;NIEDERSTETTEN
ETHR  49.217469  11.100125 1271  ;ROTH
ETHS  52.919334  10.183833 245   ;FASSBERG
ETIC  49.698686  11.940175 1363  ;GRAFENWOHR AAF
ETIH  49.216500  11.836167 1455  ;HOHENFELS AAF
ETMN  53.767667   8.658500 74    ;NORDHOLZ
ETND  52.585500   8.340667 127   ;DIEPHOLZ
ETNG  50.960834   6.041833 292   ;GEILENKIRCHEN
ETNH  54.312167   9.538167 39    ;HOHN
ETNJ  53.533500   7.888667 24    ;JEVER
ETNL  53.918167  12.279333 140   ;ROSTOCK-LAAGE
ETNN  50.831167   6.658167 385   ;NORVENICH
ETNS  54.459333   9.516333 73    ;SCHLESWIG
ETNT  53.548667   7.668667 26    ;WITTMUNDHAFEN
ETNU  53.602167  13.306000 228   ;NEUBRANDENBURG
ETNW  52.457333   9.427167 187   ;WUNSTORF
ETOA  50.047167  10.170833 787   ;SCHWEINFURT AHP
ETOI  49.633667  11.767167 1353  ;VILSECK AAF
ETOR  49.563570   8.463392 309   ;COLEMAN AAF
ETOU  50.049828   8.325436 461   ;WIESBADEN AAF
ETSA  48.070500  10.906000 2044  ;LANDSBERG
ETSB  50.173833   7.063333 1568  ;BUCHEL
ETSE  48.322333  11.948667 1515  ;ERDING
ETSH  51.767833  13.167667 265   ;HOLZDORF
ETSI  48.715667  11.533667 1203  ;MANCHING
ETSL  48.185500  10.861167 1822  ;LECHFELD
ETSN  48.711000  11.211500 1250  ;NEUBURG
ETUO  51.922834   8.306333 236   ;GUTERSLOH
ETWM  52.723167   7.326333 68    ;MEPPEN
EVAD  57.098611  24.266667 8     ;ADAZI
EVCA  57.324445  25.323611 367   ;CESIS
EVDA  55.944722  26.665000 400   ;DAUGAVPILS
EVJA  56.942500  23.223889 232   ;JURMALA
EVLA  56.517500  21.096944 16    ;LIEPAJA
EVLI  57.485000  24.672222 211   ;LIMBAZI
EVPA  56.815000  24.527778 65    ;IKSHKILE
EVRA  56.923611  23.971111 36    ;RIGA
EVVA  57.357778  21.544167 19    ;VENTSPILS
EYAL  54.412778  24.055556 266   ;ALYTUS
EYBI  56.176111  24.760000 190   ;BIRZAI
EYDR  54.015000  23.943889 295   ;DRUSKININKAI
EYIG  55.244167  26.172222 558   ;IGNALINA
EYKA  54.963889  24.084722 256   ;KAUNAS INTL
EYKL  55.711945  21.242778 59    ;KLAIPEDA
EYKS  54.879722  23.880834 246   ;S. DARIAUS/S. GIRENO
EYKT  55.920278  21.567222 262   ;KARTENA
EYMA  56.230556  22.259444 262   ;J. KUMPIKEVICAUS
EYMM  54.664445  23.455278 230   ;SASNAVA
EYMO  55.112778  25.336389 653   ;MOLETAI
EYNA  56.242222  22.733056 243   ;AKMENE
EYPA  55.973334  21.093889 33    ;PALANGA INTL
EYPI  55.827500  24.358333 164   ;ISTRA
EYPN  55.708889  24.345278 174   ;PANEVEZYS
EYPR  54.653611  24.056389 197   ;POCIUNAI
EYRD  54.495556  24.717500 515   ;RUDISKES
EYRO  55.610833  24.220833 177   ;ROJUNAI
EYSA  55.893889  23.395000 445   ;SIAULIAI
EYSB  56.070556  23.558056 270   ;BARYSIAI
EYSE  55.746389  23.804722 302   ;SEDUVA
EYSI  55.336945  21.530556 59    ;SILUTE
EYTL  55.986389  22.287778 410   ;TELSIAI
EYTR  55.231667  22.150278 131   ;TAURAGE
EYUT  55.489167  25.718056 623   ;UTENA
EYVI  54.636945  25.287778 646   ;VILNIUS INTL
EYVK  54.668056  25.515833 535   ;KYVISKES
EYVP  54.483056  24.992222 466   ;PALUKNYS
EYZA  55.751667  26.261944 535   ;ZARASAI
FA40  28.283083 -82.640700 30    ;HIDDEN LAKE
FA54  26.854825 -82.251108 6     ;CORAL CREEK
FAAB -28.573317  16.534336 98    ;ALEXANDER BAY
FAAN -30.683333  26.733333 4410  ;ALIWAL NORTH
FABB -26.238056  28.305833 5300  ;BENONI
FABD -30.983334  26.300000 4715  ;BURGERSDORP
FABE -32.895000  27.285000 1950  ;BHISHO
FABL -29.093789  26.303964 4457  ;BRAM FISCHER INTL
FABM -28.248611  28.336111 5561  ;BETHLEHEM
FABO -27.366667  26.633333 4236  ;BOTHAVILLE
FABS -25.532500  27.775833 3740  ;BRITS
FABW -32.300000  22.666667 2929  ;KAROO GATEWAY
FACL -26.083333  30.083333 5425  ;CAROLINA
FACN -30.991667  22.133333 4150  ;CARNARVON
FACO -29.906486  22.316583 3591  ;ALKANTPAN
FACT -33.971370  18.604292 151   ;CAPE TOWN INTL
FACV -31.516667  19.733333 3250  ;CALVINIA
FADA -30.691531  24.024203 4154  ;DE AAR
FADB -24.807222  26.829722 3650  ;DWAALBOOM
FADL -26.683333  25.466667 4495  ;DELAREYVILLE
FADO -23.380556  29.320833 3400  ;DENDRON
FAEC -29.047342  29.910642 4258  ;UMTSHEZI
FAEL -33.035119  27.821350 435   ;EAST LONDON
FAEM -28.718550  31.892656 238   ;EMPANGENI
FAFB -28.825000  27.908334 5315  ;SENTRAOES
FAFK -33.768950  18.741800 399   ;FISANTEKRAAL
FAFO -32.783333  26.583333 1575  ;FORT BEAUFORT
FAFW -25.477222  28.290000 3818  ;FREEWAY
FAGC -25.987067  28.140547 5325  ;GRAND CENTRAL
FAGG -34.006703  22.374281 648   ;GEORGE
FAGL -25.186767  29.403292 3045  ;KOBUS DE VILLIERS
FAGM -26.241978  28.151356 5483  ;RAND
FAGR -32.194825  24.541156 2588  ;GRAAFF-REINET
FAGT -33.283333  26.500000 2135  ;GRAHAMSTOWN
FAGY -29.122725  30.585108 3528  ;GREYTOWN
FAHA -28.078686  26.861645 4399  ;HARMONY
FAHC -29.552778  30.211111 3615  ;HOWICK
FAHJ -30.566667  29.883334 2885  ;HARDING
FAHL -28.013889  32.275000 249   ;HLUHLUWE
FAHR -28.233333  29.100000 5585  ;HARRISMITH
FAHS -24.354620  31.050400 1738  ;HOEDSPRUIT AB
FAHU -30.546667  29.504167 4700  ;H.M.S.BASTARD MEMORIAL
FAHV -30.562192  25.529914 4176  ;GARIEP DAM
FAKD -26.866667  26.716667 4444  ;P.C. PELSER
FAKM -28.804783  24.764033 3950  ;KIMBERLEY
FAKN -25.391583  31.099278 2829  ;KRUGER MPUMALANGA INTL
FAKR -26.081647  27.725678 5499  ;KRUGERSDORP
FAKS -27.666667  27.316667 4700  ;KROONSTAD
FAKT -25.861667  28.446945 4586  ;KITTY HAWK AERO ESTATE
FAKU -27.459653  23.412570 4370  ;JOHAN PIENAAR
FAKZ -29.682970  17.093078 270   ;KLEINSEE
FALA -25.939692  27.925575 4517  ;LANSERIA INTL
FALC -28.358333  23.441667 4900  ;FINCH MINE
FALE -29.611772  31.119314 304   ;KING SHAKA INTL
FALI -26.166667  26.183333 4875  ;LICHTENBURG
FALL -25.103394  30.414203 4880  ;LYDENBURG
FALM -23.159453  29.701503 3069  ;MAKHADO AB
FALO -23.083333  29.866667 3025  ;LOUIS TRICHARDT
FALW -32.968811  18.165261 108   ;LANGEBAANWEG AB
FALY -28.579914  29.752739 3548  ;LADYSMITH
FAMB -25.685670  29.440550 4886  ;MIDDELBURG
FAMC -31.516667  25.033333 4000  ;MIDDELBURG
FAMD -24.817583  31.544714 1100  ;MALAMALA
FAMG -30.856945  30.343333 495   ;MARGATE
FAMI -24.989167  29.283167 2980  ;MARBLE HALL
FAMJ -27.083056  29.785000 5600  ;MAJUBA POWER STATION
FAMM -25.807447  25.544470 4181  ;MAFIKENG
FAMN -25.473333  31.565556 1153  ;MALELANE
FAMO -34.156944  22.061389 526   ;MOSSEL BAY
FAMU -27.633333  32.050000 400   ;MKUZI
FANC -27.772778  29.976389 4075  ;NEWCASTLE
FANS -25.502225  30.911817 2901  ;NELSPRUIT
FANY -24.685539  28.428156 3900  ;NYLSTROOM
FAOB -34.558117  20.249122 52    ;OVERBERG AB
FAOH -33.606111  22.189444 1063  ;OUDTSHOORN
FAOI -26.039722  27.594167 5100  ;ORIENT
FAOR -26.133694  28.242317 5558  ;O.R. TAMBO INTL
FAPA -33.560383  26.877967 275   ;PORT ALFRED
FAPE -33.990014  25.610278 226   ;PORT ELIZABETH INTL
FAPF -27.002222  30.843889 4420  ;PIET RETIEF
FAPG -34.088158  23.328617 465   ;PLETTENBERG BAY
FAPH -23.936078  31.155094 1432  ;HENDRIK VAN ECK
FAPI -23.916667  29.483333 4354  ;PIETERSBURG
FAPK -29.683706  22.770603 3104  ;PRIESKA
FAPL -27.361614  31.605525 942   ;PONGOLA
FAPM -29.646789  30.397772 2423  ;PIETERMARITZBURG
FAPN -25.335483  27.171633 3412  ;PILANESBERG INTL
FAPO -24.784722  30.792222 4015  ;PILGRIMS REST
FAPP -23.849647  29.456489 4076  ;POLOKWANE INTL
FAPS -26.668056  27.084722 4520  ;POTCHEFSTROOM
FAPT -28.333333  23.083333 4300  ;POSTMASBURG
FAPY -26.887206  27.505308 4740  ;PARYS
FAPZ -33.925000  25.372222 740   ;PROGRESS
FAQT -31.916667  26.883334 3637  ;QUEENSTOWN
FARB -28.740181  32.093383 109   ;RICHARDS BAY
FARG -25.650000  27.283333 3700  ;RUSTENBURG
FARI -27.554167  24.166667 4691  ;REIVILO
FARS -33.816667  19.900000 640   ;ROBERTSON
FASB -29.689445  17.938889 2690  ;SPRINGBOK
FASC -26.520556  29.172222 5250  ;SECUNDA
FASD -32.963334  17.970000 50    ;SALDANHA-VREDENBURG
FASG -27.166667  25.300000 4367  ;SCHWEIZER RENEKE
FASH -33.980556  18.822778 321   ;STELLENBOSCH
FASI -26.248833  28.397667 5340  ;SPRINGS
FASS -27.650000  23.000000 3848  ;SISHEN
FASX -34.050000  20.483333 407   ;HENDRIK SWELLENGREBEL
FASZ -24.966667  31.600000 1020  ;SKUKUZA
FATF -28.266667  23.000000 4360  ;TOMMYS FIELD
FATP -29.032714  26.158006 4526  ;NEW TEMPE
FATT -26.778556  29.338400 5313  ;TUTUKA POWER STATION
FATW -27.202806  22.480833 3918  ;TSWALU GAME RESERVE
FATZ -23.830000  30.316667 1914  ;TZANEEN
FAUH -33.783333  25.383333 285   ;UITENHAGE
FAUL -28.319472  31.417056 1720  ;PRINCE MANGOSUTHU BUTHELEZI
FAUP -28.401022  21.259661 2791  ;UPINGTON INTL
FAUT -31.547908  28.674361 2429  ;MTHATHA
FAVB -26.966667  24.733333 3920  ;VRYBURG
FAVG -29.770833  31.060278 20    ;VIRGINIA
FAVM -22.449445  29.338056 2333  ;VENETIA
FAVR -31.643136  18.539564 324   ;VREDENDAL
FAVV -26.575000  27.962500 4846  ;VEREENIGING
FAVW -31.400000  23.150000 4122  ;VICTORIA WEST
FAWA -24.908056  28.304445 3640  ;WARMBATHS
FAWB -25.655306  28.221342 4095  ;WONDERBOOM
FAWC -33.666667  19.416667 653   ;WORCESTER
FAWI -25.833778  29.192625 5078  ;WITBANK
FAWK -25.827689  28.220892 4940  ;WATERKLOOF AB
FAWL -31.383333  20.933334 3485  ;WILLISTON
FAWM -27.998009  26.669556 4402  ;WELKOM
FAYP -33.900989  18.497489 49    ;YSTERPLAAT AB
FAZR -25.600000  26.033333 4258  ;ZEERUST
FBFT -21.157500  27.469445 3312  ;FRANCISTOWN
FBGM -19.333333  22.150000 3150  ;GUMARE
FBGZ -21.700000  21.666667 3729  ;GHANZI
FBJW -24.600000  24.666667 3900  ;JWANENG
FBKE -17.830847  25.162600 3289  ;KASANE
FBKG -23.683333  22.816667 3520  ;KANG
FBKR -19.150000  23.783333 3200  ;KHWAI RIVER
FBKY -25.050000  25.316667 4200  ;KANYE
FBLV -22.189322  29.126994 1774  ;LIMPOPO VALLEY
FBMM -20.333333  23.883334 3100  ;MAKALAMABEDI
FBMN -19.972500  23.428056 3094  ;MAUN
FBNN -19.333333  22.166667 3200  ;NOKANENG
FBNT -20.233333  26.166667 3200  ;NATA
FBOR -21.266667  25.316667 3100  ;ORAPA
FBPY -22.550000  27.133333 3000  ;PALAPYE
FBRK -21.000000  24.333333 3000  ;RAKOPS
FBSK -24.555833  25.918889 3299  ;SIR SERETSE KHAMA INTL
FBSN -20.555000  26.116111 2985  ;SUA
FBSP -22.056600  27.820458 2925  ;SELEBI-PHIKWE
FBSR -22.428333  26.764445 3800  ;SEROWE
FBSW -18.366667  21.816667 3380  ;SHAKAWE
FBTE -24.033333  21.900000 3700  ;TSHANE
FBTS -26.033333  22.400000 3184  ;TSHABONG
FBXG -19.066667  23.066667 3100  ;XUGANA
FCBB  -4.250500  15.251500 1052  ;MAYA-MAYA
FCBK  -3.950000  14.516667 1460  ;KINDAMBA
FCBS  -3.716667  13.400000 1795  ;SIBITI
FCBY  -4.216667  13.300000 541   ;YOKANGASSI
FCBZ  -2.850000  13.816667 1870  ;ZANAGA
FCMA  -2.450000  11.650000 509   ;MAVINZA
FCOB  -1.033333  15.383333 1247  ;BOUNDJI
FCOD  -1.221500  15.913584 1073  ;SASSOU NGUESSO
FCOE  -0.883334  14.800000 1503  ;EWO
FCOI   1.583333  18.050000 1099  ;IMPFONDO
FCOM  -0.019056  15.582056 1289  ;MAKOUA
FCOO  -0.550000  15.950000 1214  ;OWANDO
FCOS   2.000000  14.166667 1722  ;SOUANKE
FCPA  -3.483333  12.616667 495   ;MAKABANA
FCPG  -3.483333  12.300000 427   ;KIBANGOU
FCPL  -4.216667  12.666667 1079  ;DOLISIE
FCPP  -4.814806  11.886278 55    ;POINTE NOIRE
FDBS -26.800000  31.900000 541   ;SUGAR ESTATE
FDMH -26.016667  31.800000 928   ;MHLUME
FDMS -26.529167  31.307500 2078  ;MATSAPHA INTL
FDNG -25.766667  31.366667 1410  ;NGONINI
FDNH -27.116667  31.216667 3525  ;NHLANGANO
FDSM -26.200000  31.933334 673   ;SIMUNYE
FDTM -26.100000  31.916667 811   ;TAMBANKULU
FDTS -25.983334  31.750000 1020  ;TSHANENI
FDUB -26.783333  31.933334 500   ;UBOMBO RANCHES
FEFA   5.016667  21.200000 1470  ;ALINDAO
FEFB   5.400000  26.483333 2133  ;POSTE
FEFF   4.397778  18.519722 1208  ;MPOKO
FEFG   4.783333  22.783333 1706  ;BANGASSOU
FEFI  10.233333  22.716667 1696  ;BIRAO
FEFM   5.850000  20.650000 1549  ;BAMBARI
FEFN   8.430000  20.634445 1637  ;NDELE
FEFO   5.950356  15.639825 3353  ;BOUAR
FEFR   6.526806  21.990056 1978  ;BRIA
FEFS   6.500000  17.433333 1637  ;BOSSANGOA
FEFT   4.226000  15.785417 1929  ;BERBERATI
FEFY   6.516667  23.266667 1975  ;YALINGA
FEFZ   5.050000  25.150000 1995  ;ZEMIO
FEGE   5.350000  25.916667 1969  ;MBOKI
FEGZ   6.350000  16.316667 2215  ;BOZOUM
FGBT   1.902209   9.802814 16    ;BATA
FGSL   3.755306   8.708722 76    ;MALABO
FHAW  -7.969597 -14.393664 278   ;ASCENSION AUX AB
FIMP -20.430000  57.683056 183   ;SIR SEEWOOSAGUR RAMGOOLAM INTL
FIMR -19.757728  63.361264 93    ;SIR GAETAN DUVAL
FJDG  -7.313333  72.411167 14    ;DIEGO GARCIA NAVY
FKAB   6.766667  11.800000 3730  ;BANYO
FKAF   4.766667  11.216667 1591  ;BAFIA
FKAG   3.933334  13.216667 2297  ;ABONG-MBANG
FKAO   5.516667  14.100000 3002  ;BETARE-OYA
FKKB   2.872778   9.977778 148   ;KRIBI
FKKC   4.086322   9.357186 151   ;TIKO
FKKD   4.011667   9.708333 34    ;DOUALA
FKKE   3.650000  10.783333 738   ;ESEKA
FKKF   5.704139   9.303528 411   ;MAMFE
FKKI   4.466667  14.366667 2152  ;BATOURI
FKKL  10.454833  14.253139 1390  ;SALAK
FKKM   5.644361  10.756500 3966  ;NKOUNJA
FKKN   7.359167  13.560000 3655  ;NGAOUNDERE
FKKO   4.550000  13.716667 2133  ;BERTOUA
FKKR   9.336667  13.381111 794   ;GAROUA
FKKS   5.450000  10.066667 4593  ;DSCHANG
FKKT   6.466667  12.616667 2864  ;TIBATI
FKKU   5.534722  10.355833 4347  ;BAFOUSSAM
FKKV   6.050000  10.116667 4065  ;BAMENDA
FKKW   2.850000  11.183333 1975  ;EBOLOWA
FKKY   3.832056  11.521611 2464  ;YAOUNDE/VILLE
FKYS   3.717333  11.552445 2278  ;NSIMALEN
FL60  29.972464 -81.660922 21    ;REYNOLDS AIRPARK
FLAT -14.116667  32.083333 3520  ;KATETE
FLCC  -8.416667  29.833334 3270  ;CHOCHA
FLCH -16.783333  27.000000 4300  ;CHOMA
FLCP -13.561667  32.585000 3359  ;CHIPATA
FLCS -10.533333  32.066667 4350  ;CHINSALI
FLEA -11.633333  29.700000 3900  ;EAST ONE
FLEB -11.100000  30.316667 3900  ;EAST TWO
FLEC -14.066667  30.083333 2300  ;EAST THREE
FLED -14.833334  29.116667 1880  ;EAST FOUR
FLEE -10.566667  33.416667 4200  ;EAST FIVE
FLEF -11.116667  30.016667 3800  ;EAST SIX
FLEG -12.450000  29.483333 4000  ;EAST SEVEN
FLEH -12.116667  29.450000 4000  ;EAST EIGHT
FLHN -17.821358  25.817075 3255  ;HARRY MWANGA NKUMBULA INTL
FLIK -10.183333  32.666667 4600  ;ISOKA
FLKB  -9.750000  29.100000 4640  ;KAWAMBWA
FLKE -12.566667  27.883334 4636  ;KASOMPE
FLKJ -16.450000  23.366667 3370  ;KANJA
FLKK -15.326667  28.456667 3782  ;KENNETH KAUNDA INTL
FLKL -14.983334  22.633333 3450  ;KALABO
FLKO -14.800000  24.783333 3670  ;KAOMA
FLKS -10.216667  31.133333 4542  ;KASAMA
FLKU -16.500000  22.416667 3450  ;KANYAU
FLKW -14.433333  28.383333 3920  ;MILLIKEN
FLKY  -8.533333  30.700000 2780  ;KASABA BAY
FLKZ -12.816667  32.066667 1800  ;LUKUZI
FLLA -13.141667  28.425000 4100  ;LUANSHYA
FLLD -12.275000  33.191667 3750  ;LUNDAZI
FLLK -14.366667  23.258333 3480  ;LUKULU
FLLO -16.983334  26.483333 4100  ;KALOMO
FLMA -11.133333  28.866667 4100  ;MANSA
FLMB -17.366667  27.183333 2050  ;MAAMBA
FLMF -13.266667  31.933334 1841  ;MFUWE
FLMG -15.225000  23.153333 3465  ;MONGU
FLMK -13.616667  29.386111 4195  ;MKUSHI
FLML -12.566667  28.283333 4350  ;MUFULIRA
FLMO -16.283333  27.516667 3700  ;MONZE
FLMP -11.866667  31.450000 4650  ;MPIKA
FLMU -16.766667  25.183333 3175  ;MULOBEZI
FLMW -11.650000  24.416667 4524  ;MWINILUNGA
FLNA -15.966667  25.933334 3400  ;NGOMA
FLNL -15.765000  26.431945 3200  ;NAMWALA
FLNY -14.566667  30.850000 2600  ;NYIMBA
FLPE -14.200000  31.216667 3300  ;PETAUKE
FLPK  -9.366667  30.138889 4570  ;MPOROKOSO
FLPO -13.566667  24.216667 3535  ;KABOMPO
FLRO  -9.533333  31.233333 5000  ;ROSA
FLRU -15.083333  29.633333 3000  ;RUFUNSA
FLSE -13.183333  30.233333 4650  ;SERENJE
FLSH -11.200000  31.733333 4600  ;SHIWA NGANDU
FLSJ -11.216667  24.316667 4500  ;SAKEJI
FLSK -12.995000  28.665000 4167  ;SIMON MWANSA KAPWEPWE INTL
FLSN -16.100000  23.266667 3370  ;SENANGA
FLSO -12.900000  28.150000 4145  ;SOUTHDOWNS
FLSW -12.166667  26.366667 4547  ;SOLWEZI
FLWA -12.850000  27.050000 4000  ;WEST ONE
FLWB -13.783333  27.483333 3760  ;WEST TWO
FLWC -13.350000  26.583333 3650  ;WEST THREE
FLWD -13.650000  25.433333 3400  ;WEST FOUR
FLWE -13.950000  24.500000 3550  ;WEST FIVE
FLWF -12.200000  27.500000 4000  ;WEST SIX
FLWW -12.450000  32.250000 1800  ;WAKAWAKA
FLYA -11.361111  29.544445 3800  ;SAMFYA
FMCH -11.536520  43.271325 93    ;PRINCE SAID IBRAHIM
FMCI -12.295120  43.761850 46    ;MOHELI
FMCN -11.708258  43.245261 29    ;ICONI
FMCV -12.130961  44.429647 62    ;OUANI
FMCZ -12.806667  45.280556 23    ;PAMANDZI
FMEE -20.890000  55.516389 66    ;ROLAND GARROS
FMEP -21.321667  55.425556 60    ;PIERREFONDS
FMMC -20.350000  45.550000 597   ;MALAIMBANDY
FMME -19.834756  47.067014 4994  ;ANTSIRABE
FMMG -18.700000  44.616667 551   ;ANTSALOVA
FMMH -19.833334  48.800000 16    ;MAHANORO
FMMI -18.796528  47.476083 4198  ;IVATO
FMMK -18.800000  45.283333 427   ;ANKAVANDRA
FMML -19.683333  44.533333 154   ;TSIRIBIHINA
FMMN -19.566667  45.450000 203   ;MIANDRIVAZO
FMMO -18.050833  44.032222 98    ;MAINTIRANO
FMMQ -19.583333  48.800000 33    ;ATSINANANA
FMMR -17.850000  44.916667 748   ;MORAFENOBE
FMMS -17.090278  49.815556 -10   ;SAINTE-MARIE
FMMT -18.115778  49.393306 22    ;TOAMASINA
FMMU -17.483333  43.966667 23    ;TAMBOHORANO
FMMV -20.284806  44.317695 30    ;MORONDAVA
FMMX -18.763111  46.052169 2757  ;TSIROANOMANDIDY
FMMY -19.383333  48.950000 39    ;VATOMANDRY
FMMZ -17.795817  48.443247 2512  ;AMBATONDRAZAKA
FMNA -12.350278  49.294167 374   ;ARRACHART
FMNC -16.163489  49.769758 9     ;AVARATRA
FMND -14.650000  49.616667 1552  ;ANDAPA
FMNE -13.183333  48.983334 72    ;AMBILOBE
FMNF -15.200000  48.483333 820   ;AVARATRA
FMNG -15.583333  47.616667 213   ;PORT BERGE
FMNH -14.998917  50.320056 23    ;ANTSIRABATO
FMNJ -13.650000  48.466667 36    ;AMPAPAMENA
FMNL -14.633333  47.766667 344   ;ANALALAVA
FMNM -15.666583  46.351083 87    ;PHILIBERT TSIRANANA
FMNN -13.318056  48.309167 37    ;FASCENE
FMNO -16.100000  45.366667 141   ;SOALALA
FMNQ -16.750000  44.483333 125   ;BESALAMPY
FMNR -15.438464  49.689989 11    ;MAROANTSETRA
FMNS -14.278611  50.174722 20    ;SAMBAVA SOUTH
FMNT -16.750000  47.616667 1073  ;TSARATANANA
FMNV -13.372870  49.998914 14    ;VOHIMARINA
FMNW -14.903172  47.993692 68    ;AMBALABE
FMNX -15.833334  48.833334 1007  ;MANDRITSARA
FMSA -21.816667  46.916667 3189  ;AMBALAVAO
FMSB -21.600000  45.133333 820   ;ANTSOA
FMSC -21.033333  44.950000 951   ;MANDABE
FMSD -25.038056  46.956111 26    ;TOLAGNARO
FMSF -21.441306  47.110917 3657  ;FIANARANTSOA
FMSG -22.806622  47.825434 25    ;FARAFANGANA
FMSI -22.400000  46.166667 2500  ;IHOSY
FMSJ -21.416667  44.316667 787   ;MANJA
FMSK -22.120467  48.020992 31    ;MANAKARA
FMSL -24.233333  45.300000 1270  ;BEKILY
FMSM -21.206750  48.356131 19    ;MANANJARY
FMSN -21.700000  43.733333 89    ;SAMANGOKY
FMSR -21.751292  43.376308 12    ;MOROMBE
FMST -23.389445  43.725500 29    ;TOLIARY
FMSU -23.351667  47.578889 43    ;VANGAINDRANO
FMSY -24.700000  44.733333 771   ;AMPANIHY
FMSZ -22.300000  44.533333 1411  ;ANKAZOBE
FNBG -12.610000  13.403611 118   ;17TH OF SEPTEMBER
FNCA  -5.586667  12.188611 66    ;CABINDA
FNGI -17.043333  15.683889 3657  ;ONDJIVA
FNHU -12.800000  15.750000 5592  ;ALBANO MACHADO
FNLU  -8.855492  13.233911 238   ;4TH OF FEBRUARY
FNMO -15.259444  12.148889 230   ;YURI GAGARIN
FNSA  -9.688889  20.430833 3586  ;SAURIMO
FNUB -14.924445  13.571667 5771  ;MUKANKA
FNUE -11.768611  19.897222 4446  ;MOXICO
FOGB  -0.100000  11.950000 604   ;BOOUE
FOGE  -2.366667  11.416667 417   ;NDENDE
FOGF  -1.283333  10.616667 262   ;FOUGAMOU
FOGG  -1.883334  11.933334 2346  ;MBIGOU
FOGI  -2.433333  11.000000 787   ;MOABI
FOGJ  -0.183333  10.750000 164   ;NDJOLE VILLE
FOGM  -1.850000  11.066667 295   ;MOUILA VILLE
FOGO   1.536889  11.578583 2165  ;OYEM
FOGQ  -0.664167  13.672778 1325  ;OKONDJA
FOGR  -0.704725  10.245047 85    ;LAMBARENE
FOGV   2.150000  12.116667 1969  ;MINVOUL
FOOB   2.083333  11.483333 1969  ;BITAM
FOOC   1.000000   9.583333 69    ;COCOBEACH
FOOD  -1.526389  13.251111 1893  ;BANGOMBE
FOOE   0.966667  13.950000 1686  ;MEKAMBO
FOOG  -0.719278   8.751361 12    ;PORT GENTIL
FOOH  -1.583333   9.266667 33    ;OMBOUE HOSPITAL
